run,archetype,cluster_kmeans,local_self_sufficiency,import_intensity,transport_intensity,storage_large_share,SS_pipe,LL_pipe,meshed,n_pipelines,highP_share,total_demand_TWh,demand_level_ratio,unbalance_ratio,electricity_availability_small,electricity_availability_large,import_availability_ratio,electricity_price_avg,electricity_standard_dev,hydrogen_import_price,solar_availability,distance_Large_cluster1_to_Large_cluster2_km,distance_Small_cluster1_to_Small_cluster2_km,distance_from_large_cluster,cluster_final
parallel_run_2877,Archetype_4,1,0.0001869176606606,0.1848891425096423,0.3363832696451552,0.8691628362845423,0,1,0,3,0.3333333333333333,6.022122980882333,10.18624643812967,4.118622604217991,44.05635878211464,657.7419002366751,0.4846669501207773,27.38228323221475,120.2686065600439,118.8863494549756,1.050243965660369,813.0,348.9,232.5,1
parallel_run_2878,Archetype_4,1,0.1641249995622935,0.0142246606115236,0.2013860886608314,0.8333333333330498,0,1,0,3,0.3333333333333333,12.81217303836103,18.79926099501478,3.671884488568053,46.3834911494316,1976.5423669876,0.4556973803877963,98.27765434529884,77.3225987347966,261.8146648055326,0.8637011623017257,813.0,348.9,232.5,1
parallel_run_2879,Archetype_4,7,1.0,0.0269228821652623,0.17422749073533,0.0,0,1,0,3,0.3333333333333333,11.30329623906534,14.11358006738063,2.119776423336449,80.39616228749757,927.2926047619708,0.0269989646361896,110.5634989792129,18.96908617913164,123.0786965714163,1.005760777712649,813.0,348.9,232.5,7
parallel_run_2880,Archetype_4,3,0.0,0.0001818244405112,0.0613881767151732,0.7778493614773161,0,0,0,2,0.0,9.208165790113028,15.46907671514874,4.545251827774964,38.83541580815834,1956.9090829731,0.1622856966902549,21.41825610127897,34.46180060490662,143.3953587386619,1.21370144627473,813.0,348.9,232.5,3
parallel_run_2882,Archetype_4,1,0.2473185142276846,0.0162339525044075,0.1949852111845579,0.8588340937751909,0,1,0,3,0.3333333333333333,11.79622827938521,18.29050969456285,4.169805421292692,52.8848948871502,1412.193873679556,0.4257887667081556,79.79357681981203,42.21866859739012,215.0694877114157,0.8330072175424368,813.0,348.9,232.5,1
parallel_run_2883,Archetype_4,7,0.5011166994968779,0.0034704389817917,0.315347644715461,0.0,0,1,0,3,0.3333333333333333,7.646521843235478,7.231058342555429,3.31458691916786,41.69964252763987,671.0160759439195,0.4157057803155249,70.94792328052574,46.67117715729472,250.4862261361136,0.7327865198402268,813.0,348.9,232.5,7
parallel_run_2884,Archetype_4,2,1.0,0.2058616785931364,0.2612185556269313,0.0,1,0,1,3,0.0,13.36289726948865,19.43255606974088,2.149756002614726,98.31009612961368,830.6769291617317,0.3440972357975186,24.40106928622523,21.65487938516236,225.1829757871136,1.25645844295112,813.0,348.9,232.5,2
parallel_run_2885,Archetype_4,1,0.2769362135599055,0.0707393358279016,0.2939506497876862,0.5122627285760215,0,1,0,3,0.3333333333333333,8.364797989299861,9.192250646467237,3.860538328046275,34.3813015352484,788.3970389732821,0.4717590306136611,144.6892794848065,41.70303632080136,285.1192728451363,0.9914750935718764,813.0,348.9,232.5,1
parallel_run_2886,Archetype_4,7,0.296142512409747,0.0322544092502187,0.1552719863897501,0.0320230433863736,0,1,0,3,0.3333333333333333,14.90080910970151,16.57440810558032,2.987874773593921,45.48329767203269,1579.101973947642,0.0323452792956046,124.7691560752347,13.25130095356169,131.0360691937709,1.160280557751469,813.0,348.9,232.5,7
parallel_run_2887,Archetype_4,7,1.0,0.0059713401676907,0.3545567944632846,0.0,0,1,0,3,0.3333333333333333,6.738724478605125,10.74467739481464,4.059979339446745,91.01635205906643,546.9101382223519,0.1271291449095846,29.64904233951978,50.75070528467045,175.7269183945674,1.085475702971351,813.0,348.9,232.5,7
parallel_run_2888,Archetype_4,2,1.0,0.2785677273689787,0.331352836614505,0.0,1,0,1,3,0.0,12.29475505195811,16.20117521024517,2.57668959775238,86.126770574267,694.6303209657378,0.3562216088726904,35.8027220756866,64.20784236580666,271.3979072062631,0.7973279454902197,813.0,348.9,232.5,2
parallel_run_2889,Archetype_4,0,0.7552403289562585,0.2478559254164013,0.0184217996415297,0.6081724091733299,0,0,0,2,0.0,5.41478544277491,13.9696886981829,3.800167267124271,93.40190108464566,1614.000840022941,0.2479437183689544,197.1143613561278,32.13386871974967,137.2906070612262,1.198479495410149,813.0,348.9,232.5,0
parallel_run_2890,Archetype_4,2,0.0004002890839351,0.0731671010736357,0.3317775453830984,0.8333333333333333,1,0,1,3,0.0,7.325244866915437,6.133456484961489,2.849506395765022,36.13139533184066,1846.939556478707,0.1045903725178832,104.708041937107,141.4654323491187,103.7582240168401,0.5719642415394346,813.0,348.9,232.5,2
parallel_run_2891,Archetype_4,9,4.645305604350424e-06,0.0,0.5520650207199708,0.8333333333333334,0,0,1,3,0.6666666666666666,10.09356256031139,11.29063222601615,4.76846366035301,76.79579046522252,1053.739944648393,0.2204308342752106,41.70644304050847,45.01347485513899,281.050931209811,1.263414311242694,813.0,348.9,232.5,9
parallel_run_2892,Archetype_4,1,0.1989423294339307,0.0310794368725528,0.2772968301193205,0.8333333333333334,0,1,0,3,0.3333333333333333,6.186101812756469,15.06385238110333,2.884344918055505,31.24493007510238,986.5491512115816,0.0557544202849528,84.24127174220122,94.4970799647684,145.9465456157096,1.018398256176594,813.0,348.9,232.5,1
