run,archetype,_local_prod_ratio_raw,local_self_sufficiency,import_intensity,transport_intensity,storage_large_share,_any_storage,SS_pipe,LL_pipe,degree_small1,degree_small2,meshed,n_pipelines,highP_share,total_demand_TWh,demand_level_ratio,unbalance_ratio,electricity_availability_small,electricity_availability_large,import_availability_ratio,electricity_price_avg,electricity_standard_dev,hydrogen_import_price,solar_availability,distance_Large_cluster1_to_Large_cluster2_km,distance_Small_cluster1_to_Small_cluster2_km,distance_from_large_cluster
parallel_run_1538,Archetype_3,1.3901287111824934,1.0,0.28105493948923366,0.13207974336418812,0.0,1,0,1,1,1,0,3,0.0,12.29475505195811,16.20117521024517,2.57668959775238,86.126770574267,694.6303209657378,0.3562216088726904,35.8027220756866,64.20784236580666,271.3979072062631,0.7973279454902197,734.6,503.0,445.15
parallel_run_1539,Archetype_3,0.8247229184054458,0.8247229184054458,0.24808209906636333,0.014165234746151844,0.7456645385702434,1,0,0,1,1,0,2,0.0,5.41478544277491,13.9696886981829,3.800167267124271,93.40190108464566,1614.000840022941,0.2479437183689544,197.1143613561278,32.13386871974967,137.2906070612262,1.198479495410149,734.6,503.0,445.15
parallel_run_1540,Archetype_3,0.06635678374847098,0.06635678374847098,0.0792800342476342,0.20468975299680509,0.9090909090909091,1,0,1,1,1,0,3,0.0,7.325244866915437,6.133456484961489,2.849506395765022,36.13139533184066,1846.939556478707,0.1045903725178832,104.708041937107,141.4654323491187,103.7582240168401,0.5719642415394346,734.6,503.0,445.15
parallel_run_1541,Archetype_3,0.0001637319864965422,0.0001637319864965422,0.0,0.32307503377615454,0.8333333333333334,1,0,1,1,1,0,3,0.3333333333333333,10.09356256031139,11.29063222601615,4.76846366035301,76.79579046522252,1053.739944648393,0.2204308342752106,41.70644304050847,45.01347485513899,281.050931209811,1.263414311242694,734.6,503.0,445.15
parallel_run_1542,Archetype_3,0.2432256347343956,0.2432256347343956,0.03151160356396195,0.2851383816477283,0.8333333333333334,1,0,1,1,1,0,3,0.3333333333333333,6.186101812756469,15.06385238110333,2.884344918055505,31.24493007510238,986.5491512115817,0.0557544202849528,84.24127174220122,94.49707996476839,145.9465456157096,1.018398256176594,734.6,503.0,445.15
parallel_run_1544,Archetype_3,0.08542894425833729,0.08542894425833729,0.07374240006408651,0.1788555456761869,0.8333333333333334,1,0,1,1,1,0,3,0.0,5.875103409596851,7.908293010058282,2.390464514085502,54.80879767084504,951.9658153072828,0.3730351891050821,88.41266743681159,98.35668950325383,201.4163575543587,0.6395764243792184,734.6,503.0,445.15
parallel_run_1545,Archetype_3,0.07459974706711327,0.07459974706711327,0.039231515796209836,0.21159852834298615,0.7986217036022621,1,0,1,2,1,1,4,0.0,9.89273547819015,5.915838497469448,4.894747269895554,35.37340681692577,1159.023486619083,0.501565989511877,72.72853972209614,37.63505720582668,179.0711115343357,0.7616663464940141,734.6,503.0,445.15
parallel_run_1546,Archetype_3,0.08916678354868637,0.08916678354868637,0.0,0.1710994748102542,0.0,1,0,1,1,1,0,3,0.3333333333333333,14.08524419392078,16.31334378769262,2.308954015500626,40.52170066997526,1429.94499687827,0.4596363285181422,47.00410072502583,15.67060968778293,242.31607024993,1.191021807579522,734.6,503.0,445.15
parallel_run_1547,Archetype_3,0.2281155788993775,0.2281155788993775,0.22414084194572362,0.14105658404377702,0.006751262190683546,1,0,1,2,2,1,5,0.0,12.41392231723704,6.505360896541484,2.371739473104665,32.39759536864331,816.6382880545631,0.5170204646406725,23.22847379435524,49.02752712084806,184.9716219995724,1.138692518506339,734.6,503.0,445.15
parallel_run_1548,Archetype_3,0.1166048518642435,0.1166048518642435,0.3144652283232291,0.16328477258021568,0.8333333333333334,1,0,1,1,1,0,3,0.3333333333333333,11.20531214550689,17.28918987462175,2.41534597807669,62.25120319523698,1520.929737606235,0.5566745144953847,74.0786242796822,117.154618835779,125.2618930845108,1.040699628833873,734.6,503.0,445.15
