ghi;dni;dhi;temp_air;ws10
171.0;464.8;80.0;10.35;5.52
53.0;67.35;47.0;9.88;4.97
0.0;0.0;0.0;8.87;4.55
0.0;0.0;0.0;8.03;4.28
0.0;0.0;0.0;7.4;3.93
0.0;0.0;0.0;6.84;3.66
0.0;0.0;0.0;6.57;3.38
0.0;0.0;0.0;6.14;3.38
0.0;0.0;0.0;5.7;3.31
0.0;0.0;0.0;5.17;3.1
0.0;0.0;0.0;4.47;2.83
0.0;0.0;0.0;3.67;2.83
0.0;0.0;0.0;3.34;3.17
0.0;0.0;0.0;3.4;3.45
0.0;0.0;0.0;3.53;3.52
0.0;0.0;0.0;3.46;3.45
0.0;0.0;0.0;3.3;3.38
0.0;0.0;0.0;3.08;3.31
0.0;0.0;0.0;3.04;3.45
117.0;441.54;39.0;4.1;3.24
220.0;645.97;53.0;6.09;3.17
288.0;758.18;58.0;7.67;3.66
303.0;772.46;65.0;8.37;4.14
277.0;796.51;60.0;8.61;3.93
200.0;714.33;58.0;8.53;3.45
95.0;618.39;38.0;7.71;3.03
0.0;0.0;0.0;6.15;2.83
0.0;0.0;0.0;5.33;2.62
0.0;0.0;0.0;5.11;2.48
0.0;0.0;0.0;4.85;2.48
0.0;0.0;0.0;3.72;2.55
0.0;0.0;0.0;3.98;2.41
0.0;0.0;0.0;3.73;2.34
0.0;0.0;0.0;3.39;2.21
0.0;0.0;0.0;3.02;2.14
0.0;0.0;0.0;2.09;2.14
0.0;0.0;0.0;1.08;2.0
0.0;0.0;0.0;0.17;1.86
0.0;0.0;0.0;-0.75;1.72
0.0;0.0;0.0;-1.31;1.59
0.0;0.0;0.0;-1.81;1.72
0.0;0.0;0.0;-2.24;1.86
0.0;0.0;0.0;-1.77;2.14
123.0;498.54;34.0;-0.21;1.86
220.0;636.74;54.0;2.77;1.79
286.0;742.23;59.0;5.27;1.93
303.0;765.65;65.0;7.14;2.34
277.0;787.97;60.0;8.23;2.62
192.0;609.25;69.0;8.29;3.03
98.0;639.77;37.0;7.79;2.97
0.0;0.0;0.0;6.33;2.76
0.0;0.0;0.0;5.76;2.55
0.0;0.0;0.0;5.27;2.62
0.0;0.0;0.0;5.16;2.69
0.0;0.0;0.0;5.58;2.9
0.0;0.0;0.0;5.57;2.9
0.0;0.0;0.0;5.55;2.9
0.0;0.0;0.0;5.52;2.83
0.0;0.0;0.0;5.56;2.9
0.0;0.0;0.0;5.49;2.9
0.0;0.0;0.0;5.59;2.97
0.0;0.0;0.0;5.64;3.03
0.0;0.0;0.0;5.67;3.03
0.0;0.0;0.0;5.61;2.83
0.0;0.0;0.0;5.38;2.55
0.0;0.0;0.0;5.19;0.0
1.0;0.0;1.0;5.27;0.0
40.0;0.0;40.0;5.3;2.55
43.0;0.0;43.0;5.43;2.62
39.0;0.0;39.0;5.58;2.62
45.0;0.0;45.0;5.57;2.48
149.0;64.64;131.0;5.69;2.48
49.0;0.0;49.0;5.58;3.03
20.0;0.0;20.0;5.17;3.31
0.0;0.0;0.0;4.69;3.45
0.0;0.0;0.0;3.78;3.66
0.0;0.0;0.0;3.04;3.24
0.0;0.0;0.0;2.25;2.97
0.0;0.0;0.0;1.99;3.38
0.0;0.0;0.0;1.33;3.59
0.0;0.0;0.0;0.85;3.59
0.0;0.0;0.0;0.42;3.59
0.0;0.0;0.0;0.21;3.66
0.0;0.0;0.0;0.05;3.79
0.0;0.0;0.0;-0.25;3.79
0.0;0.0;0.0;-0.12;3.79
0.0;0.0;0.0;-0.03;3.72
0.0;0.0;0.0;-0.06;3.59
0.0;0.0;0.0;-0.12;3.52
0.0;0.0;0.0;-0.35;3.45
6.0;0.0;6.0;0.67;3.79
44.0;0.0;44.0;0.88;3.86
62.0;0.0;62.0;1.1;4.9
59.0;0.0;59.0;1.89;5.79
28.0;0.0;28.0;2.26;5.1
38.0;0.0;38.0;2.35;5.38
65.0;0.0;65.0;2.41;5.52
18.0;0.0;18.0;2.0;4.28
0.0;0.0;0.0;1.42;4.0
0.0;0.0;0.0;1.31;4.14
0.0;0.0;0.0;1.15;4.21
0.0;0.0;0.0;0.92;4.14
0.0;0.0;0.0;1.17;4.9
0.0;0.0;0.0;0.99;4.97
0.0;0.0;0.0;0.78;4.97
0.0;0.0;0.0;0.73;4.69
0.0;0.0;0.0;0.55;4.21
0.0;0.0;0.0;0.21;3.93
0.0;0.0;0.0;0.25;3.79
0.0;0.0;0.0;0.25;3.66
0.0;0.0;0.0;0.24;3.45
0.0;0.0;0.0;0.35;3.52
0.0;0.0;0.0;0.39;3.31
0.0;0.0;0.0;0.39;3.1
2.0;0.0;2.0;0.2;2.97
47.0;5.41;46.0;0.31;2.9
82.0;3.73;81.0;0.63;2.83
91.0;0.0;91.0;0.99;3.24
38.0;0.0;38.0;1.47;3.59
26.0;0.0;26.0;1.9;3.79
19.0;0.0;19.0;2.06;3.66
17.0;0.0;17.0;1.76;2.9
0.0;0.0;0.0;1.05;2.69
0.0;0.0;0.0;-0.37;2.55
0.0;0.0;0.0;-0.66;2.55
0.0;0.0;0.0;-1.52;2.34
0.0;0.0;0.0;-1.84;2.14
0.0;0.0;0.0;-2.36;2.07
0.0;0.0;0.0;-2.89;1.86
0.0;0.0;0.0;-3.17;1.59
0.0;0.0;0.0;-3.19;1.38
0.0;0.0;0.0;-3.26;1.38
0.0;0.0;0.0;-3.55;1.31
0.0;0.0;0.0;-3.22;1.1
0.0;0.0;0.0;-3.14;1.03
0.0;0.0;0.0;-2.89;0.97
0.0;0.0;0.0;-2.84;0.83
0.0;0.0;0.0;-2.6;0.62
9.0;13.83;8.0;-1.71;0.34
118.0;347.28;53.0;-1.43;0.28
232.0;643.06;58.0;-0.92;0.62
295.0;703.75;72.0;-0.5;1.03
313.0;715.4;82.0;0.0;1.38
269.0;579.4;102.0;0.31;1.66
182.0;385.61;99.0;0.51;1.79
106.0;532.58;48.0;0.28;1.66
0.0;0.0;0.0;-0.97;2.0
0.0;0.0;0.0;-2.23;2.07
0.0;0.0;0.0;-3.08;1.93
0.0;0.0;0.0;-3.92;1.79
0.0;0.0;0.0;-4.07;1.52
0.0;0.0;0.0;-3.76;1.31
0.0;0.0;0.0;-3.72;1.31
0.0;0.0;0.0;-3.72;1.24
0.0;0.0;0.0;-3.4;1.17
0.0;0.0;0.0;-3.48;1.17
0.0;0.0;0.0;-4.04;1.38
0.0;0.0;0.0;-4.41;1.45
0.0;0.0;0.0;-4.72;1.59
0.0;0.0;0.0;-4.92;1.59
0.0;0.0;0.0;-4.92;1.59
0.0;0.0;0.0;-5.03;1.59
17.0;134.28;7.0;-5.18;1.86
131.0;453.53;45.0;-3.46;1.45
240.0;673.16;56.0;-0.42;1.31
303.0;722.07;72.0;1.5;1.31
332.0;818.59;65.0;2.95;1.38
309.0;857.09;59.0;3.84;1.38
232.0;808.94;55.0;4.0;1.03
124.0;782.21;36.0;3.45;1.03
0.0;0.0;0.0;1.01;1.24
0.0;0.0;0.0;-1.7;1.59
0.0;0.0;0.0;-3.63;1.72
0.0;0.0;0.0;-4.7;1.72
0.0;0.0;0.0;-4.8;1.66
0.0;0.0;0.0;-4.73;1.59
0.0;0.0;0.0;-4.63;1.52
0.0;0.0;0.0;-4.37;1.38
0.0;0.0;0.0;-4.3;1.38
0.0;0.0;0.0;-4.03;1.24
0.0;0.0;0.0;-3.72;1.17
0.0;0.0;0.0;-3.47;1.1
0.0;0.0;0.0;-3.43;0.97
0.0;0.0;0.0;-3.5;0.83
0.0;0.0;0.0;-3.56;0.83
0.0;0.0;0.0;-3.66;0.9
3.0;0.0;3.0;-4.76;1.31
112.0;249.75;64.0;-4.0;1.1
235.0;604.62;68.0;-1.38;0.97
290.0;600.52;96.0;0.53;0.97
309.0;622.07;104.0;2.04;1.03
223.0;260.81;146.0;2.99;1.1
178.0;301.18;111.0;3.24;1.03
111.0;482.02;55.0;2.64;1.24
0.0;0.0;0.0;0.48;1.03
0.0;0.0;0.0;-0.77;1.03
0.0;0.0;0.0;-3.68;1.66
0.0;0.0;0.0;-4.84;1.86
0.0;0.0;0.0;-4.57;1.45
0.0;0.0;0.0;-3.21;0.69
0.0;0.0;0.0;-4.15;1.17
0.0;0.0;0.0;-2.93;0.55
0.0;0.0;0.0;-3.08;0.69
0.0;0.0;0.0;-3.02;0.55
0.0;0.0;0.0;-3.41;0.97
0.0;0.0;0.0;-3.54;0.97
0.0;0.0;0.0;-3.29;0.41
0.0;0.0;0.0;-3.4;0.55
0.0;0.0;0.0;-3.7;0.76
0.0;0.0;0.0;-4.07;0.9
15.0;63.2;10.0;-4.64;1.93
51.0;5.13;50.0;-3.12;1.86
88.0;3.58;87.0;-1.69;2.07
58.0;0.0;58.0;-0.63;2.62
36.0;0.0;36.0;-0.01;2.9
27.0;0.0;27.0;0.27;3.38
21.0;0.0;21.0;0.03;2.83
16.0;0.0;16.0;-0.36;2.07
0.0;0.0;0.0;-0.66;2.0
0.0;0.0;0.0;-1.22;2.21
0.0;0.0;0.0;-1.23;2.48
0.0;0.0;0.0;-1.81;2.69
0.0;0.0;0.0;-2.15;3.03
0.0;0.0;0.0;-2.04;3.1
0.0;0.0;0.0;-1.44;3.1
0.0;0.0;0.0;-0.56;3.31
0.0;0.0;0.0;-0.58;3.38
0.0;0.0;0.0;-0.69;3.31
0.0;0.0;0.0;-1.05;3.24
0.0;0.0;0.0;-1.45;3.24
0.0;0.0;0.0;-1.48;3.31
0.0;0.0;0.0;-1.66;3.52
0.0;0.0;0.0;-1.6;3.86
0.0;0.0;0.0;-1.47;4.21
2.0;0.0;2.0;-0.52;5.24
80.0;55.65;69.0;0.7;5.79
83.0;3.54;82.0;1.63;6.41
35.0;0.0;35.0;1.98;5.93
46.0;0.0;46.0;1.74;8.0
27.0;0.0;27.0;1.41;8.9
29.0;0.0;29.0;1.67;9.31
11.0;0.0;11.0;1.77;9.03
0.0;0.0;0.0;1.65;8.55
0.0;0.0;0.0;1.55;7.59
0.0;0.0;0.0;1.47;6.83
0.0;0.0;0.0;1.22;6.07
0.0;0.0;0.0;1.55;5.72
0.0;0.0;0.0;1.63;5.45
0.0;0.0;0.0;1.59;5.17
0.0;0.0;0.0;1.51;4.97
0.0;0.0;0.0;1.51;5.1
0.0;0.0;0.0;1.63;5.52
0.0;0.0;0.0;1.74;5.86
0.0;0.0;0.0;2.41;6.28
0.0;0.0;0.0;2.68;6.07
0.0;0.0;0.0;2.77;6.07
0.0;0.0;0.0;2.45;6.41
0.0;0.0;0.0;1.92;6.34
7.0;0.0;7.0;1.42;5.66
51.0;4.99;50.0;1.47;5.45
43.0;0.0;43.0;1.49;5.31
104.0;3.0;103.0;1.88;6.0
99.0;0.0;99.0;2.43;5.86
75.0;0.0;75.0;2.14;6.76
21.0;0.0;21.0;2.04;7.1
14.0;0.0;14.0;1.35;7.1
0.0;0.0;0.0;0.92;6.83
0.0;0.0;0.0;0.71;6.62
0.0;0.0;0.0;0.47;6.69
0.0;0.0;0.0;0.58;6.48
0.0;0.0;0.0;0.57;5.93
0.0;0.0;0.0;0.21;5.38
0.0;0.0;0.0;-0.06;4.9
0.0;0.0;0.0;-0.26;4.83
0.0;0.0;0.0;-0.35;5.24
0.0;0.0;0.0;-0.35;5.86
0.0;0.0;0.0;-0.06;5.93
0.0;0.0;0.0;-0.08;6.34
0.0;0.0;0.0;-0.21;5.79
0.0;0.0;0.0;-0.48;5.59
0.0;0.0;0.0;-0.62;5.31
0.0;0.0;0.0;-0.96;4.55
5.0;0.0;5.0;-0.94;4.0
13.0;0.0;13.0;-0.89;3.66
30.0;0.0;30.0;-0.54;3.17
53.0;0.0;53.0;-0.21;3.38
75.0;0.0;75.0;-0.19;3.79
64.0;0.0;64.0;-0.23;4.48
41.0;0.0;41.0;-0.23;4.14
21.0;0.0;21.0;-0.77;3.93
0.0;0.0;0.0;-1.58;4.07
0.0;0.0;0.0;-1.89;4.28
0.0;0.0;0.0;-1.94;4.34
0.0;0.0;0.0;-1.86;4.21
0.0;0.0;0.0;-2.02;4.41
0.0;0.0;0.0;-1.91;4.55
0.0;0.0;0.0;-2.02;4.62
0.0;0.0;0.0;-2.53;4.55
0.0;0.0;0.0;-2.72;4.69
0.0;0.0;0.0;-2.55;4.76
0.0;0.0;0.0;-2.68;4.76
0.0;0.0;0.0;-2.56;4.76
0.0;0.0;0.0;-2.44;4.69
0.0;0.0;0.0;-2.11;4.69
0.0;0.0;0.0;-2.13;4.48
0.0;0.0;0.0;-2.29;4.34
15.0;22.28;13.0;-2.25;4.34
50.0;0.0;50.0;-2.15;4.07
90.0;3.42;89.0;-2.04;3.72
39.0;0.0;39.0;-1.72;4.83
33.0;0.0;33.0;-1.57;4.62
29.0;0.0;29.0;-1.48;4.34
22.0;0.0;22.0;-1.59;4.41
51.0;0.0;51.0;-1.82;3.66
2.0;0.0;2.0;-2.31;3.1
0.0;0.0;0.0;-3.2;2.62
0.0;0.0;0.0;-3.97;2.62
0.0;0.0;0.0;-5.19;2.76
0.0;0.0;0.0;-5.81;2.9
0.0;0.0;0.0;-6.67;2.83
0.0;0.0;0.0;-7.84;2.69
0.0;0.0;0.0;-9.45;2.55
0.0;0.0;0.0;-10.83;2.48
