ghi;dni;dhi;temp_air;rh;ws10
0.0;0.0;0.0;7.19;89.92;4.16
10.0;0.0;10.0;7.1;92.03;4.32
175.0;110.56;140.0;7.0;94.14;4.48
261.0;106.01;213.0;6.9;96.24;4.65
509.0;565.41;191.0;8.39;89.1;3.93
542.0;435.75;264.0;8.87;82.85;4.0
471.0;200.2;336.0;9.3;79.9;4.48
328.0;37.37;303.0;10.17;71.6;5.38
220.0;3.21;218.0;10.93;61.75;5.1
134.0;0.0;134.0;11.26;59.6;4.9
224.0;78.53;191.0;11.28;61.85;4.41
182.0;226.1;119.0;10.72;66.55;3.45
75.0;269.79;42.0;9.85;71.5;2.48
0.0;0.0;0.0;8.51;74.15;1.66
0.0;0.0;0.0;6.72;85.75;1.38
0.0;0.0;0.0;6.75;82.6;1.03
0.0;0.0;0.0;4.92;92.25;1.38
0.0;0.0;0.0;2.98;95.7;1.93
0.0;0.0;0.0;2.97;95.7;1.86
0.0;0.0;0.0;3.25;95.7;2.07
0.0;0.0;0.0;2.94;95.7;2.34
0.0;0.0;0.0;3.07;95.7;2.34
0.0;0.0;0.0;2.89;95.7;2.28
0.0;0.0;0.0;3.01;95.7;2.14
0.0;0.0;0.0;2.73;95.7;2.21
20.0;0.0;20.0;3.68;95.7;1.93
100.0;3.1;99.0;5.46;95.75;1.79
241.0;69.79;209.0;8.05;85.9;2.07
492.0;482.47;218.0;9.98;82.9;2.48
264.0;12.44;256.0;11.69;74.55;2.69
549.0;354.76;308.0;13.03;72.05;2.76
684.0;797.02;147.0;13.89;69.65;3.17
486.0;311.06;291.0;14.47;69.75;3.31
252.0;33.22;234.0;14.62;69.85;3.31
283.0;200.18;198.0;13.29;72.1;3.93
221.0;427.56;100.0;12.89;74.7;3.59
67.0;165.71;46.0;11.97;77.3;2.21
0.0;0.0;0.0;10.69;80.05;1.72
0.0;0.0;0.0;8.91;89.1;1.31
0.0;0.0;0.0;7.1;92.35;1.72
0.0;0.0;0.0;5.66;95.75;1.93
0.0;0.0;0.0;4.6;99.4;1.86
0.0;0.0;0.0;3.83;99.4;1.79
0.0;0.0;0.0;2.83;100.0;1.93
0.0;0.0;0.0;1.78;100.0;2.0
0.0;0.0;0.0;0.84;100.0;1.93
0.0;0.0;0.0;0.58;99.4;1.86
0.0;0.0;0.0;0.76;99.4;2.14
0.0;0.0;0.0;1.05;99.35;2.14
74.0;45.69;66.0;2.14;99.4;2.14
293.0;612.17;92.0;5.46;99.4;2.14
444.0;706.63;116.0;9.45;82.9;2.48
577.0;784.86;127.0;11.58;74.55;2.97
661.0;801.93;141.0;12.69;69.45;3.1
252.0;4.38;249.0;13.85;67.15;3.1
144.0;0.0;144.0;14.32;64.85;3.24
74.0;0.0;74.0;13.04;74.7;3.03
56.0;0.0;56.0;12.29;74.6;3.17
217.0;58.28;192.0;11.93;77.3;2.14
130.0;45.24;117.0;11.81;74.55;1.52
87.0;343.22;42.0;11.19;77.2;1.52
0.0;0.0;0.0;9.65;79.9;2.07
0.0;0.0;0.0;7.84;85.85;2.21
0.0;0.0;0.0;6.7;85.75;2.21
0.0;0.0;0.0;5.31;88.85;2.07
0.0;0.0;0.0;3.81;92.15;2.0
0.0;0.0;0.0;2.64;92.15;2.07
0.0;0.0;0.0;1.75;92.05;2.14
0.0;0.0;0.0;1.29;95.65;2.28
0.0;0.0;0.0;1.22;92.05;2.34
0.0;0.0;0.0;1.23;95.65;2.34
0.0;0.0;0.0;1.12;95.65;2.48
0.0;0.0;0.0;1.27;95.65;2.55
121.0;298.2;67.0;2.15;95.65;2.41
251.0;344.15;136.0;4.46;92.25;2.21
268.0;97.92;222.0;6.74;85.75;2.97
287.0;43.2;262.0;8.13;76.85;3.72
231.0;3.06;229.0;9.0;71.4;3.52
250.0;4.35;247.0;9.12;66.35;3.52
153.0;0.0;153.0;9.26;68.9;3.45
193.0;0.0;193.0;9.41;66.35;3.1
95.0;0.0;95.0;9.37;66.35;2.69
84.0;0.0;84.0;9.39;66.35;2.55
66.0;0.0;66.0;9.18;63.9;2.41
19.0;0.0;19.0;8.56;68.8;1.66
0.0;0.0;0.0;7.45;76.7;1.66
0.0;0.0;0.0;5.86;82.5;1.66
0.0;0.0;0.0;3.87;92.15;1.38
0.0;0.0;0.0;3.4;88.7;1.03
0.0;0.0;0.0;1.97;88.65;1.31
0.0;0.0;0.0;0.2;95.6;1.66
0.0;0.0;0.0;-0.9;95.6;1.79
0.0;0.0;0.0;-1.59;95.6;1.79
0.0;0.0;0.0;-2.02;91.9;1.93
0.0;0.0;0.0;-2.22;95.55;2.07
0.0;0.0;0.0;-2.08;91.9;2.07
0.0;0.0;0.0;-1.83;91.9;2.14
137.0;395.67;63.0;-0.55;95.6;1.93
269.0;408.91;130.0;2.29;92.1;1.86
285.0;119.91;228.0;3.99;85.5;3.24
360.0;121.56;289.0;5.18;79.35;3.24
533.0;349.19;303.0;6.13;68.3;3.31
600.0;439.44;295.0;6.71;63.35;3.17
466.0;171.55;348.0;7.61;54.55;2.97
328.0;48.4;297.0;8.02;48.65;2.62
227.0;12.61;220.0;7.97;48.55;2.28
80.0;0.0;80.0;7.7;48.55;1.86
99.0;6.76;97.0;7.21;52.35;1.66
33.0;0.0;33.0;6.31;63.25;1.38
0.0;0.0;0.0;5.17;70.8;1.31
0.0;0.0;0.0;4.13;82.3;1.45
0.0;0.0;0.0;1.42;100.0;1.17
0.0;0.0;0.0;1.12;99.35;1.59
0.0;0.0;0.0;0.96;99.35;1.93
0.0;0.0;0.0;0.82;100.0;2.28
0.0;0.0;0.0;0.74;99.4;2.48
0.0;0.0;0.0;0.7;99.4;2.41
0.0;0.0;0.0;0.73;99.4;2.69
0.0;0.0;0.0;0.73;99.4;2.62
0.0;0.0;0.0;0.65;99.4;2.48
1.0;0.0;1.0;0.55;95.65;2.21
13.0;0.0;13.0;0.65;95.65;2.0
64.0;0.0;64.0;1.51;92.05;2.21
79.0;0.0;79.0;3.11;85.4;3.03
305.0;52.6;274.0;4.46;76.3;3.59
432.0;144.64;336.0;4.74;68.0;4.62
374.0;55.8;335.0;6.08;58.55;4.9
458.0;151.63;353.0;6.51;52.2;4.83
317.0;37.22;293.0;6.95;50.2;4.62
167.0;0.0;167.0;7.19;43.0;4.34
260.0;113.16;210.0;7.17;43.0;4.0
215.0;293.13;127.0;6.98;41.3;3.72
56.0;41.62;50.0;6.04;48.15;2.83
0.0;0.0;0.0;4.61;53.8;2.55
0.0;0.0;0.0;2.79;60.05;2.55
0.0;0.0;0.0;1.17;72.85;1.66
0.0;0.0;0.0;-0.6;81.7;1.72
0.0;0.0;0.0;-1.92;81.65;1.72
0.0;0.0;0.0;-2.39;81.55;1.66
0.0;0.0;0.0;-2.39;81.55;1.45
0.0;0.0;0.0;-2.36;81.55;1.24
0.0;0.0;0.0;-1.85;81.65;0.97
0.0;0.0;0.0;-1.87;81.65;0.76
0.0;0.0;0.0;-2.19;84.85;0.55
3.0;0.0;3.0;-2.43;84.85;0.34
153.0;437.66;66.0;-2.14;84.85;0.21
313.0;583.49;108.0;0.53;78.75;0.41
487.0;766.96;114.0;3.25;73.2;0.76
619.0;829.16;126.0;5.04;63.05;1.38
674.0;732.77;184.0;5.93;54.05;1.52
728.0;791.61;171.0;6.54;48.25;1.38
748.0;879.48;135.0;7.14;46.55;1.24
702.0;904.1;115.0;7.85;43.1;1.1
569.0;769.95;135.0;8.26;41.6;0.9
431.0;708.43;115.0;8.58;38.55;0.9
226.0;325.19;127.0;8.4;39.95;0.9
111.0;444.58;45.0;7.88;44.85;0.97
0.0;0.0;0.0;6.18;52.1;1.72
0.0;0.0;0.0;3.78;60.3;2.14
0.0;0.0;0.0;2.21;70.2;1.86
0.0;0.0;0.0;0.62;75.7;1.93
0.0;0.0;0.0;-0.83;78.5;2.07
0.0;0.0;0.0;-1.62;81.65;2.0
0.0;0.0;0.0;-2.04;78.45;1.93
0.0;0.0;0.0;-2.38;81.55;1.93
0.0;0.0;0.0;-2.66;81.5;1.93
0.0;0.0;0.0;-2.88;81.5;1.93
0.0;0.0;0.0;-3.02;81.5;1.86
6.0;0.0;6.0;-3.14;84.8;1.86
157.0;435.01;68.0;-1.82;81.65;1.52
321.0;602.31;106.0;2.2;70.2;1.24
487.0;750.4;118.0;4.96;68.0;1.17
605.0;768.66;144.0;7.25;61.1;1.17
698.0;816.49;148.0;8.81;50.7;1.59
741.0;831.54;152.0;9.52;43.55;2.21
744.0;862.45;139.0;9.93;43.55;2.34
705.0;905.75;113.0;10.33;42.0;2.48
570.0;764.22;136.0;10.48;42.0;2.48
431.0;692.96;119.0;10.52;40.55;2.55
276.0;615.61;86.0;10.17;43.7;2.41
108.0;379.74;50.0;9.04;50.85;2.07
0.0;0.0;0.0;6.82;56.45;2.62
0.0;0.0;0.0;4.73;62.95;2.76
0.0;0.0;0.0;4.06;62.8;2.69
0.0;0.0;0.0;2.84;70.3;2.83
0.0;0.0;0.0;1.96;70.2;2.9
0.0;0.0;0.0;1.3;75.75;2.9
0.0;0.0;0.0;0.8;75.7;2.9
0.0;0.0;0.0;0.48;75.7;2.9
0.0;0.0;0.0;0.34;78.65;2.97
0.0;0.0;0.0;0.32;78.65;3.03
0.0;0.0;0.0;0.15;78.65;2.97
7.0;0.0;7.0;-0.05;78.65;2.9
145.0;309.0;80.0;0.84;81.9;2.83
290.0;416.51;139.0;3.44;76.1;2.62
356.0;245.43;234.0;6.99;63.5;3.24
590.0;709.26;161.0;9.82;59.25;3.66
696.0;809.16;147.0;12.01;55.4;4.14
738.0;824.73;150.0;13.63;48.15;4.55
697.0;709.7;196.0;14.73;46.6;4.76
652.0;732.65;170.0;15.52;45.05;4.83
476.0;414.27;239.0;15.71;41.9;4.76
294.0;171.66;216.0;15.78;41.9;4.55
107.0;6.39;105.0;14.87;48.4;4.9
10.0;0.0;10.0;11.82;69.25;3.66
0.0;0.0;0.0;10.51;79.95;2.21
0.0;0.0;0.0;9.41;79.9;2.21
0.0;0.0;0.0;8.3;79.75;2.41
0.0;0.0;0.0;6.93;89.0;2.28
0.0;0.0;0.0;6.07;92.3;2.21
0.0;0.0;0.0;5.37;95.75;2.21
0.0;0.0;0.0;5.04;92.25;2.14
0.0;0.0;0.0;4.84;95.75;1.93
0.0;0.0;0.0;4.42;99.4;1.72
0.0;0.0;0.0;4.13;95.75;1.59
0.0;0.0;0.0;4.04;95.75;1.38
2.0;0.0;2.0;4.18;99.4;1.17
29.0;0.0;29.0;4.36;99.4;0.97
132.0;10.87;128.0;5.83;95.75;0.34
194.0;11.94;188.0;7.39;92.35;0.69
294.0;37.71;271.0;8.83;76.95;1.45
285.0;14.64;275.0;9.92;74.2;1.59
365.0;45.99;332.0;10.81;66.55;2.34
121.0;0.0;121.0;11.81;64.35;2.55
267.0;10.57;260.0;12.56;59.95;1.45
84.0;0.0;84.0;11.48;69.15;2.41
61.0;0.0;61.0;9.95;77.0;3.72
24.0;0.0;24.0;8.27;79.75;4.21
14.0;0.0;14.0;7.16;82.65;4.41
0.0;0.0;0.0;6.36;85.7;4.34
0.0;0.0;0.0;5.6;85.65;4.14
0.0;0.0;0.0;5.53;82.5;4.21
0.0;0.0;0.0;5.06;85.6;4.14
0.0;0.0;0.0;4.59;85.55;4.14
0.0;0.0;0.0;4.1;88.8;3.86
0.0;0.0;0.0;3.57;92.15;3.59
0.0;0.0;0.0;3.24;95.7;3.38
0.0;0.0;0.0;3.04;92.15;3.1
0.0;0.0;0.0;3.05;95.7;3.03
0.0;0.0;0.0;3.12;95.7;3.24
26.0;127.78;18.0;3.06;95.7;3.38
20.0;0.0;20.0;3.17;95.7;3.1
34.0;0.0;34.0;3.67;95.7;3.59
160.0;1.97;159.0;3.42;99.4;3.66
159.0;0.0;159.0;3.26;99.4;3.79
167.0;0.0;167.0;3.53;92.15;4.0
236.0;1.38;235.0;4.36;92.2;4.07
163.0;0.0;163.0;5.43;85.6;4.34
189.0;0.0;189.0;5.96;82.5;4.69
130.0;0.0;130.0;6.48;73.8;5.03
103.0;0.0;103.0;6.78;71.05;4.97
86.0;0.0;86.0;6.78;68.4;4.62
75.0;72.53;63.0;6.63;65.85;4.0
0.0;0.0;0.0;6.06;68.3;3.17
0.0;0.0;0.0;5.44;70.8;2.9
0.0;0.0;0.0;3.3;88.7;2.48
0.0;0.0;0.0;2.45;88.65;2.21
0.0;0.0;0.0;1.74;92.05;2.0
0.0;0.0;0.0;1.17;92.05;1.93
0.0;0.0;0.0;0.66;95.65;1.86
0.0;0.0;0.0;0.05;95.6;1.79
0.0;0.0;0.0;-0.73;95.6;1.86
0.0;0.0;0.0;-1.29;91.95;1.86
0.0;0.0;0.0;-1.04;95.6;1.72
3.0;0.0;3.0;-0.76;95.6;1.72
73.0;8.8;71.0;0.45;92.0;1.45
168.0;31.67;156.0;2.74;85.35;1.79
370.0;249.62;242.0;4.54;79.3;2.21
529.0;438.85;257.0;5.95;63.15;3.24
494.0;212.21;347.0;6.82;56.45;3.31
430.0;92.22;363.0;7.61;52.45;3.1
390.0;61.2;346.0;8.19;50.6;3.03
294.0;17.9;282.0;8.65;48.8;3.03
412.0;217.32;285.0;9.16;47.05;3.1
190.0;15.0;183.0;9.19;47.05;3.17
91.0;0.0;91.0;9.02;45.25;3.17
30.0;0.0;30.0;8.3;52.6;2.55
0.0;0.0;0.0;7.06;56.55;2.69
0.0;0.0;0.0;6.15;58.55;2.9
0.0;0.0;0.0;5.93;60.75;2.76
0.0;0.0;0.0;5.56;60.75;2.76
0.0;0.0;0.0;5.14;60.65;2.69
0.0;0.0;0.0;4.63;62.95;2.69
0.0;0.0;0.0;4.41;65.3;2.69
0.0;0.0;0.0;4.13;65.3;2.55
0.0;0.0;0.0;3.85;67.8;2.34
0.0;0.0;0.0;3.56;70.5;2.14
0.0;0.0;0.0;3.21;76.1;2.21
3.0;0.0;3.0;2.92;79.0;2.34
36.0;0.0;36.0;3.06;79.1;2.48
98.0;0.0;98.0;3.61;82.25;2.41
157.0;0.0;157.0;4.34;79.2;2.55
163.0;0.0;163.0;5.13;76.4;2.83
171.0;0.0;171.0;5.9;73.65;3.59
177.0;0.0;177.0;6.08;70.95;3.93
242.0;1.38;241.0;6.7;68.4;4.14
256.0;5.93;252.0;7.32;63.5;4.0
295.0;47.59;267.0;7.65;58.9;3.72
223.0;40.37;204.0;7.57;56.7;3.45
162.0;63.79;141.0;7.39;58.8;3.38
91.0;126.58;69.0;6.94;63.35;2.48
0.0;0.0;0.0;5.97;65.75;1.66
0.0;0.0;0.0;4.97;73.55;0.97
0.0;0.0;0.0;6.45;60.85;0.69
0.0;0.0;0.0;3.59;76.15;1.86
0.0;0.0;0.0;2.19;82.05;2.07
0.0;0.0;0.0;2.07;82.05;2.14
0.0;0.0;0.0;1.87;85.25;2.28
0.0;0.0;0.0;1.79;85.25;2.41
0.0;0.0;0.0;2.36;85.3;2.48
0.0;0.0;0.0;3.19;82.2;2.62
0.0;0.0;0.0;3.7;79.15;2.83
4.0;0.0;4.0;4.31;79.2;3.03
30.0;0.0;30.0;5.08;73.55;3.31
54.0;0.0;54.0;5.51;76.5;3.45
58.0;0.0;58.0;7.21;76.7;4.28
403.0;142.98;313.0;8.13;74.05;5.93
80.0;0.0;80.0;8.08;76.85;6.28
634.0;435.23;314.0;7.56;82.7;5.86
429.0;92.12;362.0;8.5;82.85;5.59
580.0;431.8;287.0;10.1;77.1;5.45
309.0;55.71;276.0;10.34;77.1;4.97
321.0;204.4;224.0;9.85;77.0;5.17
139.0;27.01;130.0;7.63;79.7;4.97
46.0;0.0;46.0;7.62;79.7;3.72
0.0;0.0;0.0;6.76;82.6;3.31
0.0;0.0;0.0;5.84;85.65;3.17
0.0;0.0;0.0;5.15;82.4;3.31
0.0;0.0;0.0;4.57;85.55;3.38
0.0;0.0;0.0;4.1;88.8;3.31
0.0;0.0;0.0;3.56;88.75;3.38
0.0;0.0;0.0;3.15;92.15;3.38
0.0;0.0;0.0;2.69;92.15;3.31
0.0;0.0;0.0;2.47;92.15;3.31
0.0;0.0;0.0;2.24;95.65;3.38
0.0;0.0;0.0;2.18;95.65;3.45
4.0;0.0;4.0;2.35;95.65;3.45
110.0;53.32;97.0;3.12;92.15;3.72
263.0;205.2;182.0;4.77;85.55;5.59
157.0;0.0;157.0;6.59;79.55;5.24
362.0;83.57;309.0;7.67;76.8;4.9
401.0;76.45;347.0;8.41;71.35;5.1
608.0;363.75;339.0;9.39;68.9;5.24
203.0;0.0;203.0;10.2;69.0;5.31
138.0;0.0;138.0;10.62;66.55;5.45
162.0;0.0;162.0;10.81;66.55;5.38
112.0;0.0;112.0;10.73;66.55;5.45
274.0;456.69;120.0;9.34;68.9;5.52
129.0;362.51;63.0;8.92;68.8;4.41
0.0;0.0;0.0;7.98;71.25;3.59
0.0;0.0;0.0;6.5;73.8;3.03
0.0;0.0;0.0;5.35;76.4;2.14
0.0;0.0;0.0;3.91;82.25;2.21
0.0;0.0;0.0;2.61;85.35;2.34
0.0;0.0;0.0;1.73;88.6;2.34
0.0;0.0;0.0;0.86;92.0;2.07
0.0;0.0;0.0;0.18;92.0;1.79
0.0;0.0;0.0;-0.83;91.95;1.93
0.0;0.0;0.0;-1.39;88.4;1.93
0.0;0.0;0.0;-1.37;88.4;2.07
4.0;0.0;4.0;-1.15;91.95;2.0
84.0;8.03;82.0;0.66;92.0;1.66
183.0;37.51;168.0;4.35;82.3;1.66
318.0;114.49;257.0;6.97;73.8;2.34
438.0;190.97;316.0;8.44;68.7;3.03
456.0;139.28;357.0;9.93;63.9;3.45
462.0;116.98;375.0;10.99;61.75;3.72
425.0;84.3;363.0;11.93;59.7;3.93
300.0;18.94;287.0;12.58;59.95;4.0
214.0;3.33;212.0;13.42;60.05;4.0
90.0;0.0;90.0;13.27;62.3;2.9
60.0;0.0;60.0;12.79;66.95;2.97
34.0;0.0;34.0;12.17;69.35;3.45
0.0;0.0;0.0;11.52;74.45;3.79
0.0;0.0;0.0;10.76;77.15;3.79
0.0;0.0;0.0;9.98;85.95;3.24
0.0;0.0;0.0;9.17;82.9;3.24
0.0;0.0;0.0;8.89;89.1;3.17
0.0;0.0;0.0;8.55;85.95;2.83
0.0;0.0;0.0;7.74;89.05;2.76
0.0;0.0;0.0;7.49;89.05;2.48
0.0;0.0;0.0;7.05;92.35;2.41
0.0;0.0;0.0;6.86;95.8;2.48
0.0;0.0;0.0;6.82;95.8;2.55
10.0;0.0;10.0;6.95;95.8;2.55
62.0;0.0;62.0;7.72;92.4;2.69
93.0;0.0;93.0;8.87;92.45;3.38
110.0;0.0;110.0;10.43;89.2;4.07
123.0;0.0;123.0;11.29;86.1;4.14
140.0;0.0;140.0;11.69;83.1;4.62
118.0;0.0;118.0;12.27;80.2;4.41
185.0;0.0;185.0;12.84;77.45;4.41
223.0;1.45;222.0;13.28;69.55;4.76
473.0;341.07;267.0;13.98;64.75;4.9
264.0;82.27;224.0;14.12;58.1;4.62
271.0;420.17;126.0;13.84;60.2;4.28
23.0;0.0;23.0;13.17;62.3;3.24
6.0;0.0;6.0;11.82;69.25;2.34
0.0;0.0;0.0;9.96;79.9;2.14
0.0;0.0;0.0;8.65;82.85;1.93
0.0;0.0;0.0;7.18;89.0;2.0
0.0;0.0;0.0;6.11;92.3;1.86
0.0;0.0;0.0;5.3;95.75;1.72
0.0;0.0;0.0;4.54;95.75;1.72
0.0;0.0;0.0;3.68;95.7;1.79
0.0;0.0;0.0;2.81;99.4;1.93
0.0;0.0;0.0;2.0;99.4;2.07
0.0;0.0;0.0;1.76;99.4;2.21
45.0;98.24;35.0;2.21;99.4;2.14
87.0;7.7;85.0;4.66;95.75;1.86
129.0;2.44;128.0;7.45;92.35;2.0
174.0;1.84;173.0;9.25;85.95;2.62
441.0;189.84;318.0;11.14;80.1;3.03
366.0;45.87;333.0;12.37;77.35;2.97
452.0;103.73;374.0;13.42;72.1;2.9
290.0;8.07;284.0;14.09;64.85;2.76
508.0;246.34;337.0;14.5;60.3;2.62
409.0;184.28;297.0;14.54;58.1;2.48
324.0;189.78;231.0;14.54;58.1;2.21
129.0;11.46;125.0;13.18;64.65;2.48
78.0;41.18;70.0;12.59;66.95;2.07
6.0;0.0;6.0;11.36;74.45;1.79
0.0;0.0;0.0;9.67;79.9;1.79
0.0;0.0;0.0;7.87;89.05;1.79
0.0;0.0;0.0;6.14;88.95;2.07
0.0;0.0;0.0;4.89;95.75;2.14
0.0;0.0;0.0;3.87;95.7;2.14
0.0;0.0;0.0;3.15;95.7;2.07
0.0;0.0;0.0;2.52;95.7;2.0
0.0;0.0;0.0;2.0;95.65;1.93
0.0;0.0;0.0;1.36;99.35;1.93
0.0;0.0;0.0;0.81;99.4;1.93
52.0;130.66;38.0;0.69;95.65;1.86
226.0;570.16;75.0;3.7;92.15;1.03
377.0;629.09;116.0;7.79;85.85;0.97
544.0;775.04;120.0;11.04;71.75;1.17
672.0;832.34;129.0;13.14;60.05;1.66
760.0;865.08;134.0;14.06;52.0;1.72
771.0;793.67;171.0;14.69;50.25;1.72
665.0;495.17;295.0;15.2;48.55;1.86
427.0;114.62;347.0;15.5;46.75;2.07
97.0;0.0;97.0;15.44;46.75;2.21
63.0;0.0;63.0;15.1;48.55;2.48
266.0;348.58;143.0;14.64;52.15;2.41
150.0;438.79;63.0;13.83;60.2;2.07
8.0;24.64;7.0;12.12;66.85;2.28
0.0;0.0;0.0;10.16;74.3;2.48
0.0;0.0;0.0;9.28;71.5;2.41
0.0;0.0;0.0;7.73;79.7;2.28
0.0;0.0;0.0;6.29;85.7;2.21
0.0;0.0;0.0;5.08;85.6;2.14
0.0;0.0;0.0;4.08;88.8;2.14
0.0;0.0;0.0;3.31;92.15;2.21
0.0;0.0;0.0;2.75;92.15;2.28
0.0;0.0;0.0;2.3;95.65;2.21
0.0;0.0;0.0;1.92;95.65;2.28
6.0;0.0;6.0;1.77;95.65;2.14
30.0;0.0;30.0;3.9;95.7;1.59
65.0;0.0;65.0;8.05;79.75;1.79
198.0;5.44;195.0;10.76;74.4;2.0
497.0;284.74;310.0;12.96;69.45;1.93
653.0;519.39;275.0;14.83;64.95;1.86
655.0;443.46;318.0;15.83;58.45;2.07
686.0;547.25;275.0;16.34;54.45;1.86
421.0;105.46;347.0;16.06;56.35;1.45
531.0;476.27;238.0;16.09;56.5;0.97
192.0;12.06;186.0;15.94;58.45;0.97
112.0;2.8;111.0;15.43;60.5;1.38
55.0;4.94;54.0;14.22;72.3;1.66
1.0;0.0;1.0;12.8;80.3;1.72
0.0;0.0;0.0;11.15;89.3;1.66
0.0;0.0;0.0;9.92;92.45;1.72
0.0;0.0;0.0;8.25;92.4;1.59
0.0;0.0;0.0;6.97;95.8;1.72
0.0;0.0;0.0;5.6;99.4;1.93
0.0;0.0;0.0;4.74;99.4;2.07
0.0;0.0;0.0;4.25;99.4;2.07
0.0;0.0;0.0;4.03;99.4;2.07
0.0;0.0;0.0;4.09;99.4;2.14
0.0;0.0;0.0;4.24;99.4;2.34
13.0;0.0;13.0;4.49;95.75;2.41
182.0;240.05;116.0;5.61;95.75;2.97
353.0;464.04;156.0;7.0;89.0;2.62
529.0;677.78;152.0;9.81;82.9;2.76
661.0;768.48;153.0;11.69;71.85;2.9
754.0;823.94;151.0;13.14;62.3;2.97
797.0;848.37;149.0;14.13;56.0;2.83
782.0;832.04;154.0;14.66;48.4;2.76
689.0;700.39;195.0;15.04;46.6;2.62
506.0;386.21;267.0;15.18;43.4;2.41
439.0;528.71;174.0;15.11;43.4;2.28
305.0;521.52;117.0;14.66;44.9;2.28
155.0;431.59;66.0;13.91;53.85;2.0
15.0;61.32;12.0;12.26;59.85;2.14
0.0;0.0;0.0;10.25;66.45;2.28
0.0;0.0;0.0;8.98;68.8;2.21
0.0;0.0;0.0;7.27;76.7;2.14
0.0;0.0;0.0;5.86;82.5;2.21
0.0;0.0;0.0;4.87;85.55;2.21
0.0;0.0;0.0;4.12;85.5;2.14
0.0;0.0;0.0;3.69;88.75;2.14
0.0;0.0;0.0;3.26;92.15;2.14
0.0;0.0;0.0;2.82;92.15;2.14
0.0;0.0;0.0;2.59;92.15;2.14
13.0;0.0;13.0;2.83;92.15;2.07
176.0;200.08;120.0;4.75;88.85;1.86
320.0;316.84;184.0;7.8;76.8;2.21
510.0;592.13;178.0;10.45;69.0;2.07
642.0;691.45;182.0;12.48;62.1;2.21
706.0;659.09;221.0;13.88;51.9;2.55
714.0;583.6;266.0;14.69;48.4;2.55
707.0;593.31;257.0;15.24;46.75;2.62
700.0;736.31;178.0;15.55;48.55;2.69
320.0;53.02;287.0;15.8;46.9;2.62
282.0;91.11;236.0;15.14;50.35;2.41
215.0;137.27;165.0;14.4;58.1;3.1
31.0;0.0;31.0;12.81;66.95;3.45
5.0;0.0;5.0;11.07;74.45;3.79
0.0;0.0;0.0;9.84;79.9;3.59
0.0;0.0;0.0;9.76;71.5;3.24
0.0;0.0;0.0;9.1;71.5;2.97
0.0;0.0;0.0;8.92;74.15;3.03
0.0;0.0;0.0;8.41;76.85;3.17
0.0;0.0;0.0;8.1;76.85;3.1
0.0;0.0;0.0;7.64;79.7;2.97
0.0;0.0;0.0;7.49;79.7;2.83
0.0;0.0;0.0;7.36;79.65;2.76
0.0;0.0;0.0;7.29;79.65;2.76
62.0;117.29;47.0;7.14;82.65;2.76
202.0;309.03;114.0;7.77;79.7;2.69
351.0;426.39;166.0;8.7;76.95;3.24
538.0;686.63;150.0;10.52;69.1;3.31
670.0;776.79;150.0;12.07;64.45;3.59
762.0;829.96;148.0;13.32;60.05;3.79
801.0;842.62;151.0;14.46;56.0;4.0
781.0;816.18;159.0;15.09;52.25;3.86
721.0;795.79;154.0;15.61;52.4;3.72
618.0;755.59;145.0;16.02;52.4;3.17
418.0;428.72;200.0;16.02;50.5;2.97
330.0;627.76;99.0;15.62;50.5;3.17
164.0;448.51;68.0;14.72;54.1;3.24
20.0;69.97;16.0;13.01;59.95;3.45
0.0;0.0;0.0;11.33;59.6;3.59
0.0;0.0;0.0;10.89;64.1;3.45
0.0;0.0;0.0;9.91;63.9;3.52
0.0;0.0;0.0;9.05;61.55;3.52
0.0;0.0;0.0;8.3;63.7;3.45
0.0;0.0;0.0;7.64;66.05;3.45
0.0;0.0;0.0;7.06;68.5;3.45
0.0;0.0;0.0;6.58;71.05;3.45
0.0;0.0;0.0;6.16;73.7;3.38
0.0;0.0;0.0;5.82;76.5;3.38
61.0;90.3;49.0;5.78;76.5;3.45
199.0;276.29;119.0;6.92;73.8;3.31
353.0;417.4;170.0;8.89;66.25;3.93
513.0;572.55;187.0;11.14;61.85;4.07
665.0;749.82;160.0;13.05;57.9;4.41
761.0;817.58;153.0;14.55;56.0;4.83
799.0;830.87;155.0;15.56;54.25;4.83
796.0;848.94;146.0;16.24;50.6;4.62
754.0;885.47;120.0;16.71;48.9;4.34
620.0;756.15;144.0;16.93;48.9;4.07
483.0;693.28;128.0;16.83;47.15;3.93
322.0;573.09;109.0;16.38;47.0;3.86
161.0;408.43;72.0;15.46;52.25;3.38
28.0;163.27;18.0;13.94;53.85;3.45
0.0;0.0;0.0;12.18;55.5;3.45
0.0;0.0;0.0;11.85;53.35;3.31
0.0;0.0;0.0;10.93;55.15;3.31
0.0;0.0;0.0;10.22;55.05;3.24
0.0;0.0;0.0;9.64;57.05;3.1
0.0;0.0;0.0;8.93;56.9;3.03
0.0;0.0;0.0;8.26;59.0;3.03
0.0;0.0;0.0;7.75;58.9;3.1
0.0;0.0;0.0;7.55;58.9;2.9
0.0;0.0;0.0;7.1;61.1;2.69
17.0;0.0;17.0;6.89;68.4;2.55
27.0;0.0;27.0;8.02;66.15;2.41
122.0;0.0;122.0;9.79;66.35;2.97
312.0;74.96;269.0;11.9;59.7;3.24
